,PRISM.7122,PRISM.7147,PRISM.7150,PRISM.7153,PRISM.7184,PRISM.7238,PRISM.7406,PRISM.7408,PRISM.7421,PRISM.7445,PRISM.7486,PRISM.7496,PRISM.7506,PRISM.7547,PRISM.7658,PRISM.7662,PRISM.7744,PRISM.7759,PRISM.7762,PRISM.7776,PRISM.7791,PRISM.7843,PRISM.7847,PRISM.7852,PRISM.7855,PRISM.7858,PRISM.7860,PRISM.7861,PRISM.7862,PRISM.7870,PRISM.7874,PRISM.7875,PRISM.7879,PRISM.7897,PRISM.7899,PRISM.7904,PRISM.7906,PRISM.7908,PRISM.7909,PRISM.7910,PRISM.7911,PRISM.7912,PRISM.7938,PRISM.7941,PRISM.7947,PRISM.7948,PRISM.7955,PRISM.7971,PRISM.7989,PRISM.8095,PRISM.8096,PRISM.8101,PRISM.8106,PRISM.8129,PRISM.8226,PRISM.8244,PRISM.8264,PRISM.8275,PRISM.8283,PRISM.8332,PRISM.8336,PRISM.8361,PRISM.8374,PRISM.8377,PRISM.8406,PRISM.8441,PRISM.8444,PRISM.8447,PRISM.8452,PRISM.8458,PRISM.8462,PRISM.8464,PRISM.8466,PRISM.8467,PRISM.8475,PRISM.8480,PRISM.8483,PRISM.8485,PRISM.8496,PRISM.8502,PRISM.8503,PRISM.8511,PRISM.8513,PRISM.8515,PRISM.8523,PRISM.8534,PRISM.8537,PRISM.8550,PRISM.8564,PRISM.8565,PRISM.8573,PRISM.8577,PRISM.8589,PRISM.8591,PRISM.8592,PRISM.8605,PRISM.8624,PRISM.8628,PRISM.8629,PRISM.8667,PRISM.8675,PRISM.8683,PRISM.8692,PRISM.8696,PRISM.8728,PRISM.8734,PRISM.8735,PRISM.8746,PRISM.8749,PRISM.8753,PRISM.8754,PRISM.8758,PRISM.8764,PRISM.8765,PRISM.8774,PRISM.8776,PRISM.8778,PRISM.8783,PRISM.8784,PRISM.8785,PRISM.8788,PRISM.8789,PRISM.8794,PRISM.8795,PRISM.8800,PRISM.8802,PRISM.8803,PRISM.8805,PRISM.8806,PRISM.8807,PRISM.8809,PRISM.8815,PRISM.8841,PRISM.8843,PRISM.8844,PRISM.8846,PRISM.8847,PRISM.8849,PRISM.8878,PRISM.8882,PRISM.8892,PRISM.8894,PRISM.8898,PRISM.8924,PRISM.8932,PRISM.8982,PRISM.8998,PRISM.9010,PRISM.9018,PRISM.9030,PRISM.9033,PRISM.9074,PRISM.9079,PRISM.9126,PRISM.9148
C18:3 CE*,258.592,552.262,176.575,119.346,329.775,683.703,67.3715,57.0525,77.6798,888.937,321.508,58.4353,21.177,106.059,88.0417,19.5618,47.8318,189.013,25.1576,145.599,142.794,540.528,39.5319,474.531,290.971,104.178,17.6585,77.5192,73.5539,182.013,109.795,922.008,50.1705,162.313,40.8563,69.0013,28.2739,73.8163,48.391,42.6514,81.6586,61.3937,696.647,568.173,55.9396,296.88,86.5459,22.0477,89.833,113.284,479.772,48.2363,249.809,105.462,742.104,319.837,63.2609,333.404,1573.34,196.084,612.668,125.263,195.809,609.588,133.978,27.1568,92.2441,49.9701,880.844,84.1028,648.752,183.669,97.733,208.056,1852.3,1220.0,152.634,142.732,481.044,471.521,60.5107,219.7,161.524,142.149,1878.45,65.418,67.8767,838.752,83.9933,96.6233,41.0274,190.64,143.301,313.142,320.331,978.352,90.2286,91.9741,163.527,112.998,74.3301,38.158,25.2279,54.2896,68.5071,236.57,23.7694,2155.96,322.916,217.483,72.4291,792.473,18.279,29.3332,111.179,33.6954,92.441,208.124,202.07,192.184,47.3712,95.1704,192.345,95.5643,168.833,59.5054,67.6975,204.112,341.521,518.487,363.158,80.9109,0.0,1256.95,41.3422,88.2293,125.477,280.497,477.195,266.644,197.93,51.4844,626.365,43.1119,1195.32,48.1891,101.304,404.242,226.802,290.964,21.174,135.509,87.6171,123.397,0.0
C18:0 CE,265.1801,424.282,293.5269,123.3495,254.1595,347.2749,28.533,451.4419,344.3555,586.288,215.9673,673.837,12.885,61.9802,180.6614,57.4816,0.0561446,1080.128,18.318,170.0509,306.3567,414.3035,118.8242,1921.785,56.9608,603.843,169.5195,1044.2,91.5978,641.824,629.563,88.3682,89.3009,641.448,340.856,149.4689,0.0,97.2711,34.288497,0.0,592.825,324.226,391.7981,125.5331,43.8256,533.297,71.4566,79.7791,69.818,179.1942,171.8361,51.2304,111.4776,178.118,265.6878,257.232,0.0,102.4885,801.948,275.3643,145.0685,377.2629,310.5054,147.9401,103.2171,0.2398999,104.0821,28.1922606,546.3057,787.253,723.032,280.0662,95.0019,148.4493,1109.496,84.746,141.3002,327.9738,603.842,104.0338,365.13,204.762,57.9455,279.6628,227.2921,482.5378,431.5387,362.8352,376.9239,50.2789,50.6468,184.9671,105.5652,305.021,432.671,106.596,169.9903,13.2042,540.8519,898.521,55.4663,61.4841,8.95734,790.704,246.8738,530.1786,44.067,418.6976,360.4266,213.3157,0.0,176.639,0.0852849,0.0400115,175.2558,0.0,40.545792,232.2659,563.736,34.8952,16.2345,0.0,30.5355,253.2469,708.595,227.4709,83.7785,34.1007,50.8972,230.8242,89.3045,542.9457,297.2382,340.5476,123.049,386.532,209.0692,421.4384,259.6254,127.075,383.1114,72.6722,616.131,114.9849,166.602,55.4925,14.3957,218.6985,46.3533,632.339,29.07298,1217.808,107.3882,398.8275,82.2062
C18:2 CE*,3655.73,1812.46,4304.94,1099.29,1913.15,4965.91,435.367,1008.46,573.462,5289.43,4253.94,551.817,171.908,585.334,871.381,180.089,333.58,1820.46,128.47,2204.65,2831.95,2709.35,506.466,3423.79,0.0,563.617,157.695,1051.77,326.016,1691.83,1209.21,9286.67,208.09,1286.21,393.316,597.698,312.79,846.473,411.717,284.912,677.599,780.959,5431.89,4177.12,907.264,2811.76,439.282,142.399,735.109,1074.4,11316.2,504.519,3156.37,1227.92,7846.52,1668.41,1040.71,3154.29,3558.92,1569.7,4382.53,1671.08,2333.08,7041.66,547.119,98.3368,1319.82,0.0,10900.3,832.7,5716.56,3397.08,981.181,1112.8,5751.68,12747.4,2804.72,1739.49,4050.09,8016.64,819.359,3858.54,165.086,1005.67,19824.1,930.978,1012.63,11030.8,545.42,2688.35,351.086,2165.2,1292.58,2725.28,3473.27,18416.8,988.922,1277.47,1274.96,951.509,661.281,265.332,348.549,515.853,655.273,4024.26,548.17,9653.02,1886.78,1959.23,521.619,11299.8,173.874,90.6404,560.869,559.14,428.502,1963.74,1944.23,1050.91,266.722,568.864,850.06,331.85,2487.12,540.546,450.175,2339.21,1431.02,4026.76,3540.73,995.211,564.909,8988.16,296.073,1817.32,1194.32,1376.2,8226.36,9401.73,1849.77,577.998,9018.29,361.826,10178.6,548.704,2428.78,2483.75,5540.87,1451.19,221.738,2220.25,652.208,814.006,488.592
C14:0 SM,0.0,27.5415,162.113,17.4141,0.0,18.6988,20.0278,57.3092,12.5076,53.8177,145.178,21.5839,14.5474,0.0,0.0,42.8255,51.1119,29.6364,0.0,36.6086,40.7566,37.6589,22.3248,26.1333,21.5798,241.639,11.3569,0.0,56.1066,21.8308,37.2075,618.268,22.1064,36.3589,28.0552,0.0,11.5866,32.2385,80.7705,42.0653,56.8605,19.9248,189.266,160.557,31.7742,15.8176,80.1288,10.3919,0.0,85.9991,795.533,58.4886,871.49,269.37,504.183,11.0803,23.5482,154.42,409.276,53.2422,19.0431,108.049,0.0,167.253,30.707,96.0229,26.4762,7.61677,518.017,20.4948,39.6572,147.511,130.36,99.8649,204.652,1915.2,0.0,9.89182,0.0,1176.29,38.3492,166.232,4.8711,27.491,1132.07,106.489,0.0,447.326,0.0,180.161,21.0636,140.321,23.1939,89.2533,29.4672,1425.26,30.9531,102.094,0.0,0.0,28.5545,21.7196,76.2133,28.965,64.0167,79.8095,24.7721,105.58,0.0,33.4287,62.382,165.173,18.0722,10.4552,40.5703,18.1556,30.1245,17.062,28.6952,46.392,46.0561,86.4519,23.5178,35.0985,43.7419,0.0,0.0,186.124,396.399,271.872,0.0,170.323,0.0,464.132,0.0,33.7394,71.5188,97.2848,424.618,523.106,45.9659,126.456,841.267,86.3281,392.684,45.0427,47.1734,0.0,75.5459,37.5547,12.4745,0.0,19.2128,38.5353,0.0
C20:4 CE,2787.579,64.1358,2253.626,394.162,405.2371,2314.157,109.926,158.3092,117.546,368.6155,2371.336,172.481,47.0426,165.2008,201.8642,225.226,116.1927,610.632,21.25011,575.239,665.576,900.623,95.2647,993.917,127.4489,75.7683,30.8076,117.4895,90.3656,259.8894,272.5031,4573.23,77.3237,239.8955,77.1274,153.2884,39.3676,53.7781,188.9064,63.3554,155.1402,154.0844,1692.139,2703.378,255.0342,986.159,122.3023,34.9804,43.2495,206.3381,4905.25,96.3623,912.14,649.902,1068.364,225.2726,198.7842,1515.075,154.7663,214.8244,2469.789,398.6285,359.7385,5268.11,75.6395,93.8408,623.318,150.6214,4260.684,279.3014,7060.83,604.185,418.078,155.2258,1483.627,10192.85,801.932,383.997,944.067,4059.65,394.038,741.438,146.8031,166.4886,12690.41,332.0653,82.7783,7427.26,56.0148,592.1163,101.1239,1440.249,392.0179,749.548,1136.054,9229.98,217.6309,350.7307,540.796,195.097,119.5127,57.4183,109.0777,109.3479,61.7855,1082.621,79.2845,2167.551,75.0555,644.331,82.5914,5159.85,22.7842,135.9553,184.7104,41.6025,254.5343,593.818,274.0261,317.6984,119.8296,103.0086,327.046,78.5177,725.468,86.937,49.8694,969.42,2157.488,460.617,1083.49,320.8131,364.3978,9720.82,61.4536,219.1658,453.756,208.312,3781.84,3700.381,286.9819,312.3812,3666.51,91.7174,3848.216,118.1285,660.763,503.2514,1631.044,415.1176,101.0884,876.478,74.2992,399.7141,116.26
C20:3 CE,432.96,172.54,180.342,180.68,191.091,1518.8,275.669,544.396,288.964,637.681,161.631,217.009,66.705,229.447,404.67,641.667,171.399,232.575,226.169,105.439,150.482,189.188,258.511,2610.47,387.924,227.656,76.7565,320.598,325.918,406.167,598.227,181.698,330.93,119.311,266.595,140.615,162.875,169.432,283.309,139.743,262.842,529.709,495.784,853.336,103.087,280.477,190.879,134.682,0.0,139.792,177.412,242.574,233.645,132.562,201.027,402.61,62.5361,142.932,175.922,363.257,151.916,129.48,326.786,526.101,161.974,84.7675,279.445,207.644,124.41,266.223,1028.51,303.072,291.399,555.434,559.894,220.85,239.214,433.141,402.338,179.838,130.205,157.884,136.877,866.795,424.63,0.0,95.8373,298.731,139.186,50.2459,231.308,243.049,302.973,502.588,397.46,204.712,258.705,93.0248,172.318,157.389,368.757,90.0629,76.6732,138.468,318.446,115.463,75.2985,549.989,180.554,124.193,120.764,213.637,157.63,147.76,147.327,137.247,30.8797,188.425,598.308,459.676,107.882,190.839,228.696,189.207,202.067,77.1018,242.137,143.024,123.225,563.687,121.92,59.2109,39.7483,1473.46,62.3928,277.971,554.916,68.5175,566.408,159.833,213.225,182.858,356.595,389.803,182.991,130.258,237.748,984.06,210.43,354.908,39.3533,153.783,284.938,114.89,148.816
C20:5 CE,3656.0,47.0755,79.1553,188.996,37.9778,225.381,20.6129,0.0,11.7022,19.23,123.233,15.3924,81.9817,13.1314,0.0,0.0,22.4779,153.913,0.0,33.1597,72.089,136.469,0.0,1228.0,17.9255,13.3594,0.0,0.0,0.0,21.6363,19.4056,485.457,0.0,43.778,20.3986,0.0,42.8957,41.0681,29.5067,11.7115,0.0,16.6862,170.559,238.28,15.7439,76.3729,131.714,0.0,0.0,34.4929,423.288,0.0,288.217,242.703,261.331,0.0,37.8363,133.399,0.0,51.4639,478.589,32.4574,32.3342,329.284,36.9482,0.0,195.485,20.1817,365.058,33.5401,3290.08,56.3322,25.6851,111.824,894.239,844.43,67.2328,12.6041,126.504,544.971,22.8791,622.161,323.484,86.1455,1160.62,0.0,0.0,852.737,0.0,48.538,0.0,309.014,104.774,586.376,64.5629,426.79,0.0,63.4128,534.013,0.0,31.2191,7.14138,8.27808,23.0386,44.7195,72.0022,24.627,968.519,0.0,32.0491,32.2667,3860.58,0.0,84.1503,0.0,9.66805,25.3409,152.493,33.6257,15.6465,21.9813,0.0,1092.04,0.0,0.0,68.4361,0.0,204.57,122.349,63.2071,110.121,39.1118,0.0,504.245,0.0,0.0,76.3123,0.0,197.593,208.721,0.0,55.2181,309.454,20.4996,557.873,113.803,89.3498,80.7443,521.309,69.6506,0.0,0.0,102.963,502.015,0.0
C20:3 CE*,945.425,175.4,231.385,266.691,606.682,2568.37,275.998,1381.05,308.511,1348.36,411.005,310.242,57.9204,175.725,980.752,785.862,222.447,650.027,162.625,314.921,173.082,456.044,384.893,6407.6,695.504,352.041,59.5228,807.033,359.823,812.343,1188.36,320.817,693.538,332.938,205.326,306.513,110.23,201.916,379.954,125.962,479.7,823.787,1543.33,942.202,465.835,716.048,468.881,103.697,87.217,354.735,536.952,314.657,471.869,346.106,830.134,1155.54,108.659,371.7,238.51,586.068,549.496,259.635,741.785,559.022,270.987,169.946,484.113,262.42,361.289,423.257,2268.48,815.378,347.538,1008.11,1164.86,485.588,638.551,990.387,847.168,225.967,220.501,277.352,269.3,1304.54,775.844,84.3447,320.711,816.774,166.77,172.065,217.234,440.011,575.386,810.952,610.733,450.095,465.329,138.042,394.487,455.218,321.482,71.786,59.9917,351.655,600.314,283.46,105.776,1638.26,444.979,392.494,166.886,739.107,148.682,236.758,257.446,173.228,60.966,565.454,1183.39,916.397,105.307,273.409,447.173,250.402,529.935,201.72,221.911,456.046,371.311,1566.67,432.793,188.185,129.367,2653.8,66.0873,485.241,937.359,185.07,1239.8,228.743,629.243,494.507,618.085,752.56,732.523,195.217,396.773,2738.76,686.869,1177.2,41.0862,395.501,361.467,480.419,501.362
C16:1 SM,74.8559,0.0,147.089,0.0,16.9884,32.1417,14.1529,0.0,21.8386,20.653,88.7105,15.4012,0.0,10.8593,78.7163,5.38094,27.5726,0.0,0.0,17.5421,0.0,39.4871,40.803,28.2545,30.4838,59.977,37.6644,39.9526,26.1361,0.0,24.6445,620.691,19.8337,60.1926,13.0991,0.0,14.3624,38.858,28.0138,13.2048,52.0565,0.0,101.851,201.356,3.52074,1.49444,65.1534,43.3424,0.0,22.7143,805.153,16.9391,805.206,296.053,189.139,0.0,13.1118,93.4519,0.0,17.9427,60.8916,14.3827,32.3674,262.051,28.4549,0.0,14.3047,0.0,455.661,28.5994,0.0,117.671,0.0,74.1438,102.799,1278.13,14.685,7.5943,18.3318,832.901,0.0,202.993,43.663,0.0,1150.73,34.8049,0.0,295.613,11.5105,88.5037,14.4715,13.4439,0.0,59.7926,17.514,1021.67,34.04,27.2235,0.0,0.0,0.0,8.51638,7.1063,39.7604,0.0,102.968,21.2871,39.8124,0.0,21.8269,50.3062,94.1588,0.0,0.0,45.7729,14.0883,22.8969,31.0539,19.2609,33.5443,29.6816,55.9587,56.5726,46.7754,54.879,0.0,0.0,133.649,270.587,192.655,0.0,49.6667,29.486,401.698,0.0,0.0,41.1248,0.0,342.665,399.385,27.5232,0.0,1311.23,0.0,287.738,0.0,30.1166,0.0,54.3438,0.0,7.08027,0.0,17.7808,0.0,0.0
C16:0 SM,354.48023,334.7647,3053.5212,103.74207,349.1875,97.0295,399.2385,119.567,97.046,149.34805,4048.921,191.951,95.0248,190.2744,298.53227,175.257,174.151,844.4657,136.9632,722.9162,132.85505,991.9044,592.8901,1119.922,360.5504,480.8466,65.0638,137.029,502.9583,102.18898,331.743,11639.996,75.5011,621.3235,41.4459,46.1674,106.5975,83.0104,68.8873,291.12431,217.055,105.742,4999.831,3240.231,173.806,143.658,155.542,174.59172,244.22116,32.6484,16843.287,132.564,16650.905,6224.39,7207.98,84.5324,518.7433,3164.668,89.907,31.9644,708.1752,751.70891,93.8334,3349.0761,179.76739,224.99688,406.282,173.53086,9409.257,146.421,767.379,2234.5224,135.80725,1874.6263,2684.1833,44955.73,172.459,123.783,111.219,23095.09,87.1407,2652.9334,48.7127,94.23346,23579.35,812.0095,65.867,8987.078,82.7655,4034.251,454.6354,392.88069,506.0641,1331.7889,122.596,26372.591,566.6938,894.0823,576.8173,613.3194,639.8542,791.4452,49.5273,628.4764,39.8234,1756.5098,363.8652,1735.739,209.4167,476.7159,803.4557,3266.88,22.1706,165.2972,2264.737,24.2609,1237.6128,477.0091,67.9284,865.6483,77.7166,225.09649,751.8412,429.26241,1711.7256,86.7536,16.379,3253.411,8685.987,4161.915,620.4231,7985.599,753.9081,5999.445,132.497,1234.1889,1330.6242,3314.005,8653.317,7066.849,779.0756,102.823,14542.337,23.9284,8467.026,261.824,1013.334,166.381,1622.903,1028.5955,437.4487,258.762,31.5421,341.61494,589.58618
C22:5 CE,730.954,9.77715,0.0,68.1211,66.2437,596.825,0.0,78.213,0.0,54.0654,31.3675,0.0,0.0,17.5778,0.0,0.0,0.0,0.0,0.0,0.0,20.5709,76.3952,0.0,234.283,0.0,0.0,0.0,0.0,0.0,23.2171,0.0,20.0827,0.0,15.62,0.0,0.0,0.0,11.1039,19.1126,0.0,21.1221,0.0,227.989,123.016,17.0889,54.5677,0.0,0.0,0.0,143.987,77.6006,0.0,59.0085,50.7698,0.0,0.0,0.0,40.3497,0.0,12.9896,63.9948,0.0,93.8455,87.8987,0.0,0.0,11.0346,0.0,0.0,23.4636,738.838,55.7862,36.5241,25.01,226.18,35.372,40.3671,92.8384,43.6412,42.6221,0.0,91.6257,33.862,0.0,47.9917,0.0,126.271,108.234,17.2646,0.0,0.0,63.1625,0.0,183.905,42.4858,36.2228,0.0,0.0,45.3803,0.0,33.1153,0.0,0.0,0.0,0.0,0.0,0.0,71.5753,52.8524,12.2946,0.0,372.266,0.0,0.0,0.0,0.0,0.0,35.4904,0.0,0.0,0.0,0.0,100.94,13.6403,27.351,0.0,10.4501,31.2196,80.0259,209.936,0.0,0.0,0.0,401.559,0.0,0.0,103.398,0.0,147.527,0.0,0.0,0.0,58.8111,0.0,0.0,0.0,0.0,0.0,0.0,94.0078,0.0,0.0,0.0,730.883,0.0
C22:4 CE,108.319,0.0,0.0,25.3052,60.4204,408.055,0.0,48.6846,0.0,46.0303,20.1374,0.0,0.0,21.5923,0.0,0.0,0.0,0.0,0.0,16.6877,14.1236,79.452,0.0,47.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.533,89.662,16.2698,43.991,0.0,0.0,0.0,37.008,117.484,0.0,29.2171,19.9598,0.0,0.0,0.0,57.2835,0.0,10.5515,68.7923,0.0,34.338,70.7107,0.0,0.0,0.0,0.0,0.0,0.0,251.09,30.5435,42.2934,0.0,114.622,34.2368,58.5533,89.9731,34.0107,37.8813,0.0,19.5693,0.0756562,0.0,33.1749,0.0,0.0,140.257,16.38,0.0,0.0,69.645,0.0,69.7146,50.867,72.3136,0.0,0.0,22.7575,0.0,33.6543,0.0,0.0,0.0,0.0,0.0,0.0,38.0948,34.646,38.318,0.0,75.8991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.3587,0.0,0.0,35.224,75.542,74.7035,0.0,0.0,47.2191,425.8,0.0,33.0539,28.1725,0.0,157.74,0.0,0.0,0.0,93.3941,0.0,76.9234,0.0,0.0,0.0,34.1618,0.0,0.0,52.8386,0.0,0.0,0.0
C22:6 CE,2292.09,40.1998,142.464,566.42,220.429,981.272,0.0,40.4985,0.0,46.3916,271.183,74.0516,64.1314,27.4281,29.1549,8.87672,63.2929,214.264,0.0,128.271,209.776,505.032,21.2544,894.764,60.9944,34.0695,0.0,46.8986,0.0,80.9965,85.8784,340.723,0.0,97.9145,13.0219,56.6149,24.5696,65.95,115.432,44.1208,47.2069,28.8397,533.873,233.938,51.1728,202.746,445.788,0.0,0.0,174.404,1213.19,18.7107,208.002,324.551,1032.51,104.651,27.4929,296.635,21.941,97.4576,761.323,100.296,171.172,339.42,41.5489,18.3091,302.685,15.0787,277.256,160.56,5450.75,118.949,66.5372,343.713,2820.81,764.011,126.865,78.8068,334.913,491.107,86.9026,517.02,272.959,212.234,1158.07,0.0,29.9031,1558.12,16.1826,156.096,15.3394,410.404,127.22,433.419,197.6,849.794,18.3997,189.92,615.57,64.4256,37.4693,10.8955,14.6445,81.7565,85.3462,82.8225,17.4494,1434.97,14.4385,118.542,203.577,3806.49,13.8321,263.976,20.4973,15.6473,82.0287,604.882,202.478,45.5821,65.4753,46.102,926.148,0.0,64.9278,460.441,18.728,855.516,313.177,169.007,201.946,133.942,57.4067,2112.38,37.9713,37.6246,315.488,65.2718,408.513,535.23,32.6636,181.24,302.614,103.357,231.342,547.729,67.4276,104.36,641.017,154.48,35.8608,134.493,150.917,662.439,40.0351
C34:0 PE,0.0,0.0,52.7964,0.0,18.3651,0.0,19.1825,0.0,12.4557,0.0,17.9428,30.1402,0.0,0.0,0.0,0.0,0.0,33.1615,4.66662,52.1435,0.0,0.0,0.0,0.0,12.672,21.1511,14.803,0.0,17.3825,0.0,0.0,85.1587,0.0,0.0,0.0,0.0,0.0,11.2272,37.2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.865,0.0,203.489,75.7662,0.0,0.0,0.0,28.9715,18.1673,13.8736,0.0,33.6166,0.0,0.0,0.0,0.0,0.0,0.0,125.178,0.0,81.5651,0.0,0.0,34.82,0.0,987.008,56.9197,0.0,0.0,723.091,0.0,50.3817,0.0,0.0,526.396,81.4482,0.0,101.921,0.0,131.658,0.0,0.0,62.9996,27.0143,20.4608,267.98,0.0,0.0,15.6322,0.0,0.0,110.709,0.0,34.4037,19.2068,95.7333,9.96343,0.0,0.0,16.2571,417.634,0.0,0.0,444.515,0.0,0.0,119.385,23.1988,0.0,0.0,0.0,169.281,15.0029,0.0,67.8685,0.0,0.0,38.1552,105.154,26.687,0.0,102.238,0.0,0.0,0.0,19.7568,0.0,0.0,114.111,113.23,0.0,0.0,105.086,0.0,51.9063,0.0,0.0,0.0,42.1184,58.7288,10.4881,0.0,0.0,0.0,0.0
C22:5 CE*,1077.66,0.0,15.8444,83.7413,233.798,1056.63,0.0,325.528,0.0,148.03,93.2837,22.0817,0.0,12.0919,0.0,0.0,48.0423,81.4267,0.0,43.9886,23.7598,149.189,0.0,463.136,0.0,0.0,0.0,0.0,0.0,65.6227,44.5449,39.9121,0.0,51.8225,0.0,16.1693,0.0,0.0,0.0,0.0,42.0151,0.0,788.75,110.947,95.3109,178.562,0.0,0.0,0.0,419.109,259.294,33.6873,159.404,166.511,79.9836,34.0357,0.0,104.894,25.6591,22.2593,334.537,77.7453,335.51,105.782,0.0,0.0,43.4942,0.0,65.0773,41.2412,1585.96,128.204,44.6553,49.5078,508.372,70.4831,112.612,218.788,116.589,51.6899,16.2637,143.306,66.5324,26.1039,86.8684,41.1176,94.5314,351.313,21.8629,52.3687,0.0,192.738,27.9495,203.839,64.5555,99.8568,27.2265,64.7865,129.301,45.5768,19.5335,0.0,0.0,0.0,0.0,26.1359,0.0,318.304,104.938,94.2891,0.0,1310.84,16.883,19.5594,27.1507,0.0,0.0,150.508,65.7377,12.6171,0.0,0.0,242.788,16.839,82.0665,42.4511,0.0,117.822,163.304,599.339,89.0618,140.745,74.3913,757.826,0.0,70.3752,169.525,0.0,345.107,58.8997,41.72,0.0,94.5251,28.2259,124.506,86.1528,0.0,48.6887,187.187,427.388,0.0,105.983,18.746,76.5479,0.0
C22:4 CE*,245.595,0.0,0.0,39.3371,184.759,753.896,0.0,128.586,14.0491,96.211,71.3025,18.6507,0.0,21.6688,0.0,0.0,0.0,95.4614,0.0,49.8804,26.5647,182.622,0.0,72.6399,0.109423,0.0,0.0,0.0,0.0,0.0,0.0,44.6323,0.0,29.8119,0.0,0.0,0.0,0.0,0.0,0.0,16.1928,17.6297,422.538,115.085,59.0799,138.206,0.0,0.0,0.0,109.773,435.509,0.0,75.508,68.1362,78.6496,34.41,0.0,172.455,15.0657,31.4191,290.427,61.6266,86.8431,114.073,0.0,0.0,0.0,0.0,81.8966,0.0,684.056,51.9069,63.322,0.0,159.211,58.6681,195.555,229.814,115.975,58.2457,0.0,30.201,22.3248,11.4724,71.1084,0.0,47.4998,415.91,21.4238,46.9924,0.0,159.494,0.0,121.189,81.8021,196.936,0.0,13.7405,92.5055,0.0,35.0383,0.0,0.0,0.0,0.0,0.0,0.0,135.889,59.6543,136.9,0.0,284.755,0.0,0.0,27.5994,0.0,0.0,27.8726,23.8587,0.0,0.0,0.0,0.0,0.0,114.499,0.0,0.0,149.115,324.41,249.71,114.349,81.8233,180.313,756.858,0.0,77.4184,56.7195,0.0,332.06,37.3049,80.9051,0.0,175.795,0.0,249.383,0.0,0.0,0.0,122.241,106.24,0.0,169.755,0.0,0.0,0.0
C18:0 SM,85.0927,61.5737,104.881,10.777,176.523,26.0589,21.7323,40.125,19.5684,0.0,614.814,143.722,10.6151,27.4358,58.066,16.9107,46.4634,426.819,7.53969,372.473,0.0,659.577,86.4458,199.581,0.0,64.1742,0.0,0.0,31.6848,0.0,65.8735,688.419,0.0,255.107,0.0,0.0,0.0,22.6774,0.0,0.0,31.5147,23.9096,878.698,274.481,15.053,20.3039,71.4545,34.0003,0.0,29.071,611.343,17.3672,383.204,264.333,311.885,0.0,23.4274,174.255,0.0,0.0,196.314,138.95,0.0,196.708,14.5386,15.1628,17.9453,16.4643,814.817,0.0,89.9244,633.779,50.0781,571.362,171.733,1653.91,0.0,0.0,0.0,712.289,0.0,102.328,0.0,0.0,1818.43,320.056,49.202,644.271,29.4366,221.934,112.366,31.0318,76.1786,618.63,77.1816,833.03,48.8991,118.792,113.376,96.2236,489.256,579.113,7.11456,93.8385,0.0,150.457,14.3095,136.168,46.6842,100.132,293.438,229.234,24.2743,14.3236,681.874,6.41393,33.4287,31.1901,0.0,75.1541,31.4373,14.1425,168.003,29.1399,723.118,21.9325,0.0,177.382,315.81,928.96,180.452,705.129,667.915,448.779,34.0198,190.285,109.467,363.744,571.299,558.436,76.8196,0.0,521.553,0.0,991.521,0.0,75.8424,45.9037,78.7241,235.45,64.8312,0.0,0.0,65.6881,311.683
C32:1 PC,0.0,0.0,0.0,0.0,109.251,10.3686,38.8331,31.8923,0.0,9.92759,9.95683,28.4179,0.0,32.9229,0.0,0.0,0.0,47.5352,10.9339,100.299,0.0,15.6456,21.8089,0.0,14.922,0.0,0.0,0.0,17.0848,0.0,0.0,0.0,14.5309,24.1588,0.0,0.0,0.0,13.8092,0.0,0.0,0.0,0.0,0.0,104.047,19.4762,463.796,22.123,40.9451,0.0,83.9412,56.538,15.0681,95.2985,30.3563,0.0,0.0,0.0,14.1117,14.5141,9.50333,0.0,35.58,74.1205,16.7658,7.2881,8.18167,14.8777,0.0,45.7991,0.0,26.975,0.0,53.5541,22.7675,32.8598,3011.61,16.504,17.7104,0.0,699.065,14.7659,29.5138,0.0,17.3565,757.016,63.8865,0.0,49.494,24.4594,121.498,0.0,0.0,0.0,204.351,30.4104,43.8321,0.0,0.0,0.0,0.0,0.0,1351.74,5.98531,20.4645,11.1586,26.2749,14.1613,36.4242,16.4888,0.0,12.9479,0.0,11.0277,24.4322,18.3329,8.4488,15.06,18.809,9.31367,17.2524,0.0,17.6804,0.0,0.0,40.742,28.0899,0.0,15.303,51.0535,0.0,66.4936,52.4793,0.0,0.0,10.0598,0.0,0.0,68.5397,41.5696,50.5277,28.2018,51.7375,43.1975,0.0,0.0,23.6664,0.0,0.0,0.0,210.674,6.44078,0.0,0.0,0.0,0.0
